Date,AQI,Bus Commuter Count,Bike Commuter Count,Walk Commuter Count,Public Transport Commuter Count,Engagement Count
2023-01-22 10:00:00,88.46,20,35,56,136,375
2023-01-22 11:00:00,115.11,91,31,14,119,279
2023-01-22 12:00:00,110.02,57,36,52,126,357
2023-01-22 13:00:00,80.45,25,14,34,136,289
2023-01-22 14:00:00,101.99,44,7,27,122,167
2023-01-22 15:00:00,115.03,36,49,22,130,46
2023-01-22 16:00:00,66.61,80,31,52,115,462
2023-01-22 17:00:00,110.87,31,39,23,68,202
2023-01-22 18:00:00,86.75,25,35,37,132,213
2023-01-22 19:00:00,111.41,46,19,27,56,245
2023-01-22 20:00:00,84.73,27,20,37,112,23
2023-01-22 21:00:00,63.9,84,17,36,91,320
2023-01-22 22:00:00,67.45,76,39,41,91,273
2023-01-22 23:00:00,100.96,59,15,56,108,43
2023-01-23 00:00:00,105.19,33,25,18,69,331
2023-01-23 01:00:00,81.91,54,15,49,122,312
2023-01-23 02:00:00,112.77,67,34,41,66,362
2023-01-23 03:00:00,66.77,75,39,29,76,155
2023-01-23 04:00:00,98.68,68,26,37,96,487
2023-01-23 05:00:00,75.78,32,42,42,51,379
2023-01-23 06:00:00,86.96,80,35,13,112,198
2023-01-23 07:00:00,100.95,68,18,55,111,406
2023-01-23 08:00:00,82.79,65,28,43,149,468
2023-01-23 09:00:00,92.31,81,36,57,68,161
2023-01-23 10:00:00,120.13,27,40,12,66,394
2023-01-23 11:00:00,88.46,62,36,35,118,469
2023-01-23 12:00:00,116.71,39,19,17,88,233
2023-01-23 13:00:00,77.41,58,47,15,131,162
2023-01-23 14:00:00,110.6,68,39,25,120,115
2023-01-23 15:00:00,128.83,83,7,33,130,92
2023-01-23 16:00:00,50.57,81,20,57,88,41
2023-01-23 17:00:00,84.06,73,9,48,85,283
2023-01-23 18:00:00,111.54,28,25,39,89,378
2023-01-23 19:00:00,95.94,56,14,54,94,209
2023-01-23 20:00:00,107.42,68,23,22,53,205
2023-01-23 21:00:00,87.92,60,29,14,74,465
2023-01-23 22:00:00,101.73,36,8,34,118,219
2023-01-23 23:00:00,96.89,40,33,29,79,279
2023-01-24 00:00:00,123.36,70,23,27,125,135
2023-01-24 01:00:00,105.09,78,47,56,117,105
2023-01-24 02:00:00,106.75,58,6,27,137,117
2023-01-24 03:00:00,91.76,74,14,11,78,236
2023-01-24 04:00:00,90.25,60,47,19,122,308
2023-01-24 05:00:00,91.35,58,29,54,117,455
2023-01-24 06:00:00,107.89,32,24,59,100,387
2023-01-24 07:00:00,91.58,83,23,56,73,474
2023-01-24 08:00:00,105.8,30,27,21,63,99
2023-01-24 09:00:00,141.51,38,28,56,118,260
2023-01-24 10:00:00,117.42,30,15,22,67,480
2023-01-24 11:00:00,93.48,96,38,59,91,304
2023-01-24 12:00:00,124.02,65,32,56,106,353
2023-01-24 13:00:00,91.84,64,9,20,132,285
2023-01-24 14:00:00,59.24,20,9,28,61,327
2023-01-24 15:00:00,79.84,59,25,44,131,102
2023-01-24 16:00:00,62.58,38,16,48,66,62
2023-01-24 17:00:00,92.97,95,8,35,79,174
2023-01-24 18:00:00,100.37,91,46,55,137,281
2023-01-24 19:00:00,133.53,91,24,23,124,440
2023-01-24 20:00:00,106.54,80,42,54,148,292
2023-01-24 21:00:00,95.62,31,29,53,72,225
2023-01-24 22:00:00,116.59,80,18,33,130,6
2023-01-24 23:00:00,55.78,52,15,50,50,126
2023-01-25 00:00:00,104.71,64,36,10,128,423
2023-01-25 01:00:00,115.42,88,15,52,81,91
2023-01-25 02:00:00,70.43,27,22,31,58,422
2023-01-25 03:00:00,122.88,44,31,32,64,189
2023-01-25 04:00:00,106.77,65,22,28,77,358
2023-01-25 05:00:00,91.69,49,27,27,73,475
2023-01-25 06:00:00,112.66,66,15,21,109,461
2023-01-25 07:00:00,145.41,68,25,37,84,52
2023-01-25 08:00:00,103.64,66,48,37,135,241
2023-01-25 09:00:00,104.96,37,9,42,76,485
2023-01-25 10:00:00,90.81,85,27,28,132,131
2023-01-25 11:00:00,83.0,87,45,37,125,489
2023-01-25 12:00:00,116.61,52,29,58,69,465
2023-01-25 13:00:00,82.88,55,45,46,114,363
2023-01-25 14:00:00,101.43,38,14,35,134,111
2023-01-25 15:00:00,90.45,47,26,44,98,408
2023-01-25 16:00:00,109.58,59,23,43,50,6
2023-01-25 17:00:00,106.67,95,5,44,59,229
2023-01-25 18:00:00,120.75,34,11,49,96,155
2023-01-25 19:00:00,89.8,60,8,25,108,196
2023-01-25 20:00:00,94.6,58,5,47,145,322
2023-01-25 21:00:00,80.42,21,19,22,111,363
2023-01-25 22:00:00,91.11,82,44,32,135,222
2023-01-25 23:00:00,107.55,48,16,31,67,366
2023-01-26 00:00:00,115.14,93,26,25,95,489
2023-01-26 01:00:00,81.56,85,26,37,81,249
2023-01-26 02:00:00,117.39,70,21,57,76,403
2023-01-26 03:00:00,127.11,94,33,44,141,82
2023-01-26 04:00:00,108.27,96,18,54,67,239
2023-01-26 05:00:00,137.54,29,24,55,88,379
2023-01-26 06:00:00,84.52,33,37,17,98,394
2023-01-26 07:00:00,75.11,70,47,53,142,359
2023-01-26 08:00:00,64.43,92,19,31,131,322
2023-01-26 09:00:00,129.92,58,16,30,93,470
2023-01-26 10:00:00,113.09,47,44,35,121,262
2023-01-26 11:00:00,98.89,22,24,49,103,406
2023-01-26 12:00:00,105.6,89,34,30,144,188
2023-01-26 13:00:00,77.49,46,42,34,83,454
2023-01-26 14:00:00,148.92,21,7,50,120,365
2023-01-26 15:00:00,102.58,57,32,10,85,289
2023-01-26 16:00:00,102.19,22,30,15,67,361
2023-01-26 17:00:00,114.52,35,34,32,87,402
2023-01-26 18:00:00,109.62,59,17,32,108,57
2023-01-26 19:00:00,104.48,21,17,52,58,8
2023-01-26 20:00:00,84.19,60,6,52,122,303
2023-01-26 21:00:00,109.43,31,41,32,121,114
2023-01-26 22:00:00,137.64,54,42,41,100,209
2023-01-26 23:00:00,126.91,84,6,39,84,40
2023-01-27 00:00:00,131.86,74,40,22,131,303
2023-01-27 01:00:00,89.78,64,30,52,54,172
2023-01-27 02:00:00,80.21,98,15,27,63,233
2023-01-27 03:00:00,97.48,81,12,32,141,280
2023-01-27 04:00:00,101.11,68,48,24,79,371
2023-01-27 05:00:00,121.88,44,44,42,53,77
2023-01-27 06:00:00,66.15,42,47,30,88,107
2023-01-27 07:00:00,130.59,43,26,48,133,280
2023-01-27 08:00:00,96.84,57,24,32,113,402
2023-01-27 09:00:00,91.46,47,12,36,74,38
2023-01-27 10:00:00,79.76,40,33,54,77,118
2023-01-27 11:00:00,66.9,73,44,53,125,334
2023-01-27 12:00:00,116.46,37,30,27,115,335
2023-01-27 13:00:00,101.47,55,34,33,127,26
2023-01-27 14:00:00,74.2,64,21,56,71,103
2023-01-27 15:00:00,74.1,92,24,49,80,73
2023-01-27 16:00:00,93.28,72,20,51,72,190
2023-01-27 17:00:00,133.38,49,47,16,97,323
2023-01-27 18:00:00,94.81,79,11,59,69,498
2023-01-27 19:00:00,69.94,51,20,57,87,146
2023-01-27 20:00:00,95.09,86,49,29,104,254
2023-01-27 21:00:00,94.55,86,31,36,117,283
2023-01-27 22:00:00,46.06,47,27,15,128,212
2023-01-27 23:00:00,98.91,63,28,36,137,122
2023-01-28 00:00:00,95.38,98,13,18,138,494
2023-01-28 01:00:00,113.92,60,39,54,50,205
2023-01-28 02:00:00,136.98,82,24,40,56,416
2023-01-28 03:00:00,122.53,42,41,30,106,239
2023-01-28 04:00:00,94.62,94,46,35,144,393
2023-01-28 05:00:00,77.87,67,21,49,61,338
2023-01-28 06:00:00,151.47,51,35,57,54,285
2023-01-28 07:00:00,101.18,76,12,54,99,21
2023-01-28 08:00:00,100.28,52,19,22,91,258
2023-01-28 09:00:00,99.52,43,35,58,61,356
2023-01-28 10:00:00,103.96,58,34,32,67,104
2023-01-28 11:00:00,97.11,53,24,29,115,465
2023-01-28 12:00:00,88.53,75,43,46,123,458
2023-01-28 13:00:00,89.06,47,16,37,128,431
2023-01-28 14:00:00,99.34,56,21,26,143,257
2023-01-28 15:00:00,89.13,26,46,37,66,203
2023-01-28 16:00:00,85.74,87,34,50,117,309
2023-01-28 17:00:00,102.13,56,33,11,120,261
2023-01-28 18:00:00,94.9,75,23,34,111,106
2023-01-28 19:00:00,130.08,84,15,59,90,250
2023-01-28 20:00:00,46.98,84,38,50,144,423
2023-01-28 21:00:00,121.83,66,11,15,83,491
2023-01-28 22:00:00,124.92,39,48,20,119,220
2023-01-28 23:00:00,58.53,38,38,47,94,378
2023-01-29 00:00:00,93.15,48,24,15,107,221
2023-01-29 01:00:00,92.57,93,42,54,100,257
2023-01-29 02:00:00,71.85,79,28,20,83,200
2023-01-29 03:00:00,84.44,37,14,23,93,366
2023-01-29 04:00:00,77.79,54,36,11,64,257
2023-01-29 05:00:00,135.05,62,19,49,127,348
2023-01-29 06:00:00,118.71,30,41,12,119,224
2023-01-29 07:00:00,125.43,68,24,44,99,201
2023-01-29 08:00:00,114.43,57,7,42,81,225
2023-01-29 09:00:00,77.42,83,41,33,116,235
2023-01-29 10:00:00,89.51,88,44,28,52,182
2023-01-29 11:00:00,109.79,27,12,27,135,199
2023-01-29 12:00:00,75.56,53,44,58,135,356
2023-01-29 13:00:00,114.26,67,48,33,123,245
2023-01-29 14:00:00,95.19,75,27,54,100,443
2023-01-29 15:00:00,92.5,95,44,44,116,352
2023-01-29 16:00:00,114.22,84,15,10,125,110
2023-01-29 17:00:00,108.89,50,12,45,142,5
2023-01-29 18:00:00,92.78,23,33,34,97,235
2023-01-29 19:00:00,123.19,69,34,54,66,126
2023-01-29 20:00:00,78.38,88,14,58,56,103
2023-01-29 21:00:00,112.32,49,43,52,62,236
2023-01-29 22:00:00,111.86,78,32,43,115,402
2023-01-29 23:00:00,93.81,86,40,34,53,479
2023-01-30 00:00:00,106.52,94,17,25,59,154
2023-01-30 01:00:00,74.98,64,36,43,137,256
2023-01-30 02:00:00,118.48,23,40,38,66,234
2023-01-30 03:00:00,96.3,45,41,28,101,499
2023-01-30 04:00:00,89.55,46,30,32,55,288
2023-01-30 05:00:00,120.98,65,26,28,132,39
2023-01-30 06:00:00,85.91,83,8,34,118,287
2023-01-30 07:00:00,71.83,70,35,25,145,196
2023-01-30 08:00:00,68.87,69,22,18,123,272
2023-01-30 09:00:00,112.12,25,42,10,58,381
2023-01-30 10:00:00,74.39,78,28,51,140,263
2023-01-30 11:00:00,135.1,34,27,28,126,56
2023-01-30 12:00:00,58.36,49,26,42,132,297
2023-01-30 13:00:00,133.93,61,6,43,70,97
2023-01-30 14:00:00,104.22,56,35,25,73,136
2023-01-30 15:00:00,98.07,61,15,53,53,375
2023-01-30 16:00:00,89.1,54,32,49,73,86
2023-01-30 17:00:00,107.98,25,36,27,108,418
2023-01-30 18:00:00,99.25,87,9,43,148,241
2023-01-30 19:00:00,122.07,37,42,34,52,198
2023-01-30 20:00:00,102.28,92,14,54,117,462
2023-01-30 21:00:00,103.01,48,44,15,89,436
2023-01-30 22:00:00,92.73,96,28,30,97,309
2023-01-30 23:00:00,98.86,78,39,15,103,83
2023-01-31 00:00:00,106.16,66,48,41,84,241
2023-01-31 01:00:00,65.8,36,27,50,144,280
2023-01-31 02:00:00,73.04,41,21,57,105,322
2023-01-31 03:00:00,114.87,87,5,52,138,251
2023-01-31 04:00:00,103.42,88,35,48,89,189
2023-01-31 05:00:00,96.32,56,35,40,126,438
2023-01-31 06:00:00,100.37,68,46,51,117,429
2023-01-31 07:00:00,106.95,32,46,19,95,151
2023-01-31 08:00:00,89.2,53,38,39,127,481
2023-01-31 09:00:00,84.43,72,13,27,62,301
2023-01-31 10:00:00,103.92,70,26,33,76,277
2023-01-31 11:00:00,80.43,22,17,18,55,138
2023-01-31 12:00:00,108.17,61,29,40,66,175
2023-01-31 13:00:00,65.95,51,22,24,85,7
2023-01-31 14:00:00,120.58,70,16,13,148,294
2023-01-31 15:00:00,109.45,65,44,49,130,234
2023-01-31 16:00:00,105.12,40,21,18,51,162
2023-01-31 17:00:00,119.65,63,19,54,126,48
2023-01-31 18:00:00,133.31,30,46,18,101,301
2023-01-31 19:00:00,120.29,87,19,35,115,37
2023-01-31 20:00:00,63.18,20,19,13,101,135
2023-01-31 21:00:00,74.41,82,43,26,141,309
2023-01-31 22:00:00,87.5,43,17,25,92,420
2023-01-31 23:00:00,100.52,32,21,24,139,218
2023-02-01 00:00:00,110.35,30,36,44,71,347
2023-02-01 01:00:00,85.49,70,13,14,104,295
2023-02-01 02:00:00,103.74,36,44,14,116,33
2023-02-01 03:00:00,84.89,43,24,29,148,351
2023-02-01 04:00:00,87.77,38,30,24,109,78
2023-02-01 05:00:00,71.87,56,31,27,107,235
2023-02-01 06:00:00,81.54,27,25,56,61,382
2023-02-01 07:00:00,72.97,47,22,11,137,272
2023-02-01 08:00:00,80.48,24,17,38,118,160
2023-02-01 09:00:00,121.07,36,20,22,133,174
2023-02-01 10:00:00,81.01,55,13,13,88,365
2023-02-01 11:00:00,152.65,38,16,51,62,307
2023-02-01 12:00:00,109.87,83,48,54,90,373
2023-02-01 13:00:00,103.7,30,42,19,106,463
2023-02-01 14:00:00,82.83,73,23,40,102,220
2023-02-01 15:00:00,114.01,64,11,50,61,8
2023-02-01 16:00:00,88.49,66,39,17,62,288
2023-02-01 17:00:00,102.44,31,22,12,123,443
2023-02-01 18:00:00,151.2,40,20,57,146,112
2023-02-01 19:00:00,98.08,30,43,55,106,476
2023-02-01 20:00:00,122.99,24,8,18,89,204
2023-02-01 21:00:00,85.94,75,29,39,129,404
2023-02-01 22:00:00,99.3,39,36,20,94,185
2023-02-01 23:00:00,135.42,60,44,44,84,340
2023-02-02 00:00:00,87.46,65,17,46,52,196
2023-02-02 01:00:00,136.25,31,49,51,54,265
2023-02-02 02:00:00,114.16,89,21,22,139,261
2023-02-02 03:00:00,88.75,36,41,45,60,247
2023-02-02 04:00:00,112.65,38,10,22,120,114
2023-02-02 05:00:00,119.45,45,23,21,105,120
2023-02-02 06:00:00,112.44,67,17,46,59,140
2023-02-02 07:00:00,68.6,71,30,19,83,64
2023-02-02 08:00:00,85.46,89,18,18,116,275
2023-02-02 09:00:00,95.05,74,35,16,121,312
2023-02-02 10:00:00,98.51,94,8,11,80,238
2023-02-02 11:00:00,112.41,52,43,32,124,301
2023-02-02 12:00:00,103.55,81,12,48,120,391
2023-02-02 13:00:00,73.29,42,29,49,115,9
2023-02-02 14:00:00,107.6,34,17,48,119,456
2023-02-02 15:00:00,112.21,46,36,30,90,368
2023-02-02 16:00:00,111.2,94,42,32,112,232
2023-02-02 17:00:00,121.62,83,42,38,81,194
2023-02-02 18:00:00,116.68,70,32,23,69,394
2023-02-02 19:00:00,109.18,72,34,35,106,11
2023-02-02 20:00:00,98.6,97,7,14,147,393
2023-02-02 21:00:00,66.78,70,32,40,99,408
2023-02-02 22:00:00,108.59,66,7,34,129,176
2023-02-02 23:00:00,104.15,23,49,40,74,176
2023-02-03 00:00:00,105.43,26,38,59,61,216
2023-02-03 01:00:00,74.47,54,20,29,120,10
2023-02-03 02:00:00,78.38,67,26,53,88,445
2023-02-03 03:00:00,121.06,92,36,26,66,117
2023-02-03 04:00:00,99.21,91,42,54,94,163
2023-02-03 05:00:00,113.63,64,12,11,60,38
2023-02-03 06:00:00,100.57,91,12,34,119,52
2023-02-03 07:00:00,100.6,38,10,22,72,217
2023-02-03 08:00:00,118.77,82,18,48,140,205
2023-02-03 09:00:00,89.68,57,36,37,119,486
2023-02-03 10:00:00,101.92,86,39,51,87,311
2023-02-03 11:00:00,90.75,78,14,15,51,359
2023-02-03 12:00:00,91.31,88,7,12,135,384
2023-02-03 13:00:00,93.82,32,16,44,133,55
2023-02-03 14:00:00,104.44,66,35,27,138,117
2023-02-03 15:00:00,90.43,80,33,20,128,387
2023-02-03 16:00:00,125.12,50,9,29,142,252
2023-02-03 17:00:00,82.11,99,29,14,121,285
2023-02-03 18:00:00,96.26,41,45,28,86,267
2023-02-03 19:00:00,91.21,62,35,31,98,290
2023-02-03 20:00:00,128.94,86,25,28,101,332
2023-02-03 21:00:00,103.93,73,24,56,82,179
2023-02-03 22:00:00,120.64,29,43,25,71,414
2023-02-03 23:00:00,70.29,61,26,33,54,357
2023-02-04 00:00:00,105.34,83,8,50,67,234
2023-02-04 01:00:00,117.79,40,17,13,87,342
2023-02-04 02:00:00,101.65,99,49,24,86,195
2023-02-04 03:00:00,121.31,95,46,34,143,307
2023-02-04 04:00:00,89.65,85,24,53,144,79
2023-02-04 05:00:00,128.19,60,17,44,113,134
2023-02-04 06:00:00,145.98,43,21,23,59,21
2023-02-04 07:00:00,92.74,54,40,58,128,476
2023-02-04 08:00:00,91.09,75,37,28,91,330
2023-02-04 09:00:00,129.07,49,5,47,97,439
2023-02-04 10:00:00,131.59,76,19,45,93,224
2023-02-04 11:00:00,89.54,66,17,16,131,57
2023-02-04 12:00:00,91.6,54,21,39,136,92
2023-02-04 13:00:00,94.36,38,28,28,146,191
2023-02-04 14:00:00,73.11,27,12,58,65,102
2023-02-04 15:00:00,81.63,45,31,34,103,395
2023-02-04 16:00:00,79.92,90,49,25,84,6
2023-02-04 17:00:00,84.64,49,27,56,147,127
2023-02-04 18:00:00,99.31,26,12,49,77,54
2023-02-04 19:00:00,104.68,86,12,17,51,230
2023-02-04 20:00:00,131.01,84,30,27,143,361
2023-02-04 21:00:00,80.03,55,17,37,62,61
2023-02-04 22:00:00,119.69,44,43,25,90,239
2023-02-04 23:00:00,95.72,56,41,28,129,89
2023-02-05 00:00:00,99.01,20,32,51,108,231
2023-02-05 01:00:00,113.5,34,29,26,118,456
2023-02-05 02:00:00,77.55,56,20,54,141,232
2023-02-05 03:00:00,107.65,32,6,22,102,353
2023-02-05 04:00:00,103.33,27,22,16,94,492
2023-02-05 05:00:00,109.85,24,21,36,69,332
2023-02-05 06:00:00,105.78,79,34,19,73,438
2023-02-05 07:00:00,149.11,92,43,43,110,374
2023-02-05 08:00:00,87.25,20,17,45,140,291
2023-02-05 09:00:00,89.38,55,36,34,143,344
2023-02-05 10:00:00,87.54,54,33,15,107,151
2023-02-05 11:00:00,88.89,85,34,33,76,427
2023-02-05 12:00:00,87.25,82,22,27,75,144
2023-02-05 13:00:00,123.78,42,17,32,56,129
2023-02-05 14:00:00,128.41,28,47,15,91,140
2023-02-05 15:00:00,88.59,53,25,38,96,414
2023-02-05 16:00:00,83.35,65,34,34,102,92
2023-02-05 17:00:00,109.43,97,25,26,108,113
2023-02-05 18:00:00,88.96,23,21,55,87,283
2023-02-05 19:00:00,112.66,49,44,33,118,443
2023-02-05 20:00:00,104.06,94,23,20,136,410
2023-02-05 21:00:00,69.69,91,19,35,141,142
2023-02-05 22:00:00,130.95,22,13,43,147,222
2023-02-05 23:00:00,135.92,33,14,37,102,231
2023-02-06 00:00:00,87.74,79,48,12,64,462
2023-02-06 01:00:00,92.25,96,35,20,145,32
2023-02-06 02:00:00,105.72,64,27,47,75,275
2023-02-06 03:00:00,106.69,53,34,23,97,169
2023-02-06 04:00:00,113.17,64,37,35,144,139
2023-02-06 05:00:00,140.2,80,13,57,68,356
2023-02-06 06:00:00,96.46,35,5,30,58,200
2023-02-06 07:00:00,84.03,85,48,48,113,22
2023-02-06 08:00:00,72.41,59,39,39,142,455
2023-02-06 09:00:00,85.38,36,15,17,103,223
2023-02-06 10:00:00,99.34,53,38,29,100,367
2023-02-06 11:00:00,135.89,35,20,57,88,269
2023-02-06 12:00:00,89.65,79,13,41,53,346
2023-02-06 13:00:00,104.48,85,36,31,52,152
2023-02-06 14:00:00,99.67,85,19,16,113,332
2023-02-06 15:00:00,123.77,32,16,18,78,84
2023-02-06 16:00:00,150.54,75,37,54,60,108
2023-02-06 17:00:00,89.38,50,49,10,146,30
2023-02-06 18:00:00,90.21,53,18,38,107,228
2023-02-06 19:00:00,120.88,58,12,17,124,239
2023-02-06 20:00:00,113.64,86,12,13,76,377
2023-02-06 21:00:00,136.93,27,31,44,146,362
2023-02-06 22:00:00,111.68,97,16,12,70,309
2023-02-06 23:00:00,92.81,74,5,54,88,388
2023-02-07 00:00:00,111.81,46,47,49,144,140
2023-02-07 01:00:00,122.17,72,44,16,95,155
2023-02-07 02:00:00,116.41,58,46,36,115,298
2023-02-07 03:00:00,110.15,84,15,10,140,344
2023-02-07 04:00:00,121.33,36,43,36,85,370
2023-02-07 05:00:00,123.39,49,47,25,124,98
2023-02-07 06:00:00,127.64,72,35,47,131,46
2023-02-07 07:00:00,112.97,32,21,16,114,486
2023-02-07 08:00:00,96.66,40,37,53,112,326
2023-02-07 09:00:00,102.93,38,36,32,148,421
2023-02-07 10:00:00,124.13,72,33,50,84,479
2023-02-07 11:00:00,83.66,38,25,20,80,66
2023-02-07 12:00:00,107.37,76,25,51,77,61
2023-02-07 13:00:00,92.13,44,44,42,50,108
2023-02-07 14:00:00,100.57,50,27,59,74,166
2023-02-07 15:00:00,125.57,74,10,45,92,36
2023-02-07 16:00:00,103.82,42,26,46,133,118
2023-02-07 17:00:00,100.93,51,42,50,116,497
2023-02-07 18:00:00,72.8,81,41,26,112,85
2023-02-07 19:00:00,114.93,93,49,44,100,381
2023-02-07 20:00:00,112.91,29,12,57,51,391
2023-02-07 21:00:00,143.27,91,45,14,131,464
2023-02-07 22:00:00,93.84,73,39,57,113,51
2023-02-07 23:00:00,104.38,71,15,41,123,90
2023-02-08 00:00:00,104.99,39,28,12,118,288
2023-02-08 01:00:00,131.55,51,25,56,58,493
2023-02-08 02:00:00,98.09,33,6,44,51,336
2023-02-08 03:00:00,105.58,69,44,23,83,297
2023-02-08 04:00:00,112.16,47,23,57,109,203
2023-02-08 05:00:00,103.73,72,43,40,110,367
2023-02-08 06:00:00,91.07,43,32,40,80,237
2023-02-08 07:00:00,103.88,98,21,26,59,381
2023-02-08 08:00:00,121.47,41,10,33,125,154
2023-02-08 09:00:00,79.47,49,23,32,85,239
2023-02-08 10:00:00,102.66,82,42,27,134,135
2023-02-08 11:00:00,86.0,23,32,59,98,406
2023-02-08 12:00:00,123.9,96,6,23,119,361
2023-02-08 13:00:00,69.54,78,42,59,98,380
2023-02-08 14:00:00,88.82,27,41,24,52,368
2023-02-08 15:00:00,107.54,31,8,24,123,63
2023-02-08 16:00:00,131.31,50,26,15,54,122
2023-02-08 17:00:00,98.68,97,30,36,139,253
2023-02-08 18:00:00,88.9,53,47,24,110,476
2023-02-08 19:00:00,137.62,94,40,59,134,113
2023-02-08 20:00:00,71.04,95,17,45,139,19
2023-02-08 21:00:00,56.02,68,36,17,75,15
2023-02-08 22:00:00,108.8,98,21,24,121,144
2023-02-08 23:00:00,89.96,76,45,12,54,207
2023-02-09 00:00:00,79.58,45,40,56,64,18
2023-02-09 01:00:00,114.17,37,23,22,65,375
2023-02-09 02:00:00,104.88,57,39,50,50,391
2023-02-09 03:00:00,88.72,69,44,43,65,165
2023-02-09 04:00:00,74.39,27,32,33,86,37
2023-02-09 05:00:00,117.45,60,5,49,52,180
2023-02-09 06:00:00,113.0,25,46,41,101,348
2023-02-09 07:00:00,98.02,88,22,41,96,104
2023-02-09 08:00:00,136.93,63,44,39,144,99
2023-02-09 09:00:00,78.6,83,37,58,62,89
2023-02-09 10:00:00,69.49,48,16,22,129,414
2023-02-09 11:00:00,86.16,47,12,10,104,299
2023-02-09 12:00:00,99.09,30,28,43,70,443
2023-02-09 13:00:00,104.87,84,20,24,115,331
2023-02-09 14:00:00,95.18,38,8,53,103,400
2023-02-09 15:00:00,107.04,28,42,23,76,78
2023-02-09 16:00:00,74.97,46,48,38,87,72
2023-02-09 17:00:00,128.88,53,31,43,139,422
2023-02-09 18:00:00,98.36,63,13,27,107,425
2023-02-09 19:00:00,122.35,87,20,16,111,175
2023-02-09 20:00:00,106.85,34,16,38,95,395
2023-02-09 21:00:00,109.14,70,35,40,138,95
2023-02-09 22:00:00,111.4,32,28,34,60,344
2023-02-09 23:00:00,108.95,68,18,47,121,102
2023-02-10 00:00:00,112.85,89,49,23,57,401
2023-02-10 01:00:00,126.58,75,29,17,146,462
2023-02-10 02:00:00,103.93,95,38,36,120,223
2023-02-10 03:00:00,114.18,70,7,11,113,5
2023-02-10 04:00:00,98.21,56,28,26,70,121
2023-02-10 05:00:00,128.8,36,46,46,121,235
2023-02-10 06:00:00,86.47,77,13,23,112,426
2023-02-10 07:00:00,136.02,48,30,34,134,115
2023-02-10 08:00:00,99.2,52,24,39,113,162
2023-02-10 09:00:00,71.38,79,44,38,69,225
2023-02-10 10:00:00,102.56,74,14,29,57,229
2023-02-10 11:00:00,86.38,29,23,30,107,181
2023-02-10 12:00:00,116.81,66,7,31,95,248
2023-02-10 13:00:00,86.95,42,28,44,80,317
2023-02-10 14:00:00,91.08,40,9,46,142,452
2023-02-10 15:00:00,62.21,32,7,25,58,209
2023-02-10 16:00:00,90.95,52,31,59,64,143
2023-02-10 17:00:00,51.52,43,20,58,143,391
2023-02-10 18:00:00,68.32,30,19,52,75,344
2023-02-10 19:00:00,115.21,36,39,26,59,95
2023-02-10 20:00:00,115.72,87,16,25,78,381
2023-02-10 21:00:00,108.51,66,45,11,129,345
2023-02-10 22:00:00,80.66,44,48,13,85,243
2023-02-10 23:00:00,99.05,92,30,30,133,85
2023-02-11 00:00:00,99.93,40,38,48,86,414
2023-02-11 01:00:00,76.83,31,27,43,135,490
2023-02-11 02:00:00,130.07,56,35,39,120,393
2023-02-11 03:00:00,117.55,61,24,15,72,183
2023-02-11 04:00:00,95.58,36,16,26,90,120
2023-02-11 05:00:00,100.54,67,27,48,142,331
2023-02-11 06:00:00,104.17,47,8,34,129,91
2023-02-11 07:00:00,59.17,60,27,14,77,69
2023-02-11 08:00:00,95.06,66,5,14,97,403
2023-02-11 09:00:00,86.36,37,29,29,87,132
2023-02-11 10:00:00,79.97,97,6,25,80,278
2023-02-11 11:00:00,94.38,90,34,50,63,136
2023-02-11 12:00:00,135.95,32,7,46,146,313
2023-02-11 13:00:00,112.82,32,25,49,122,186
2023-02-11 14:00:00,88.58,50,29,18,140,220
2023-02-11 15:00:00,111.45,21,24,14,137,463
2023-02-11 16:00:00,127.99,35,26,51,126,437
2023-02-11 17:00:00,118.49,28,25,11,139,45
2023-02-11 18:00:00,101.19,92,37,18,78,277
2023-02-11 19:00:00,87.06,57,42,52,100,191
2023-02-11 20:00:00,113.96,94,19,45,98,7
2023-02-11 21:00:00,107.87,73,19,31,92,378
2023-02-11 22:00:00,117.9,75,29,31,141,275
2023-02-11 23:00:00,112.7,64,25,31,141,178
2023-02-12 00:00:00,120.99,53,28,43,121,333
2023-02-12 01:00:00,89.3,28,9,38,136,38
2023-02-12 02:00:00,126.35,27,10,47,142,292
2023-02-12 03:00:00,103.95,26,47,55,54,177
2023-02-12 04:00:00,141.51,55,48,42,91,161
2023-02-12 05:00:00,86.22,37,27,27,56,330
2023-02-12 06:00:00,134.72,22,8,16,91,373
2023-02-12 07:00:00,103.96,47,31,10,85,103
2023-02-12 08:00:00,86.97,89,22,42,76,160
2023-02-12 09:00:00,90.32,63,25,10,107,286
2023-02-12 10:00:00,93.59,40,32,33,95,122
2023-02-12 11:00:00,108.48,47,39,13,115,53
2023-02-12 12:00:00,110.46,73,26,13,74,427
2023-02-12 13:00:00,88.53,73,44,27,122,33
2023-02-12 14:00:00,99.51,84,27,36,76,241
2023-02-12 15:00:00,142.85,40,7,52,50,454
2023-02-12 16:00:00,134.55,32,44,41,136,377
2023-02-12 17:00:00,108.73,76,14,42,123,112
2023-02-12 18:00:00,100.76,68,29,37,91,317
2023-02-12 19:00:00,102.4,73,12,51,101,22
2023-02-12 20:00:00,112.27,29,15,50,74,45
2023-02-12 21:00:00,79.54,72,9,45,103,311
